CustomerID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,Churn
C56,P580,Jhalawar,Z1126,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC29494,RC32,G25,FALSE,FALSE,FALSE,FALSE,0
C65,P580,Chandauli,Z774,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC36,RC32,G33,FALSE,FALSE,FALSE,FALSE,0
C72,P289,Kheda,Z1410,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC40,RC32,G37,FALSE,FALSE,FALSE,FALSE,1
C74,P580,Mumbai,Z1607,3770.98,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C81,P582,Jalpaiguri,Z4626,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC47,RC32,G44,FALSE,FALSE,FALSE,FALSE,1
C84,P293,sangareddy,Z2625,637.52,0,0,0,637.52,0,3,9,0,Shipped,CC106,RC50,RC32,G47,FALSE,FALSE,FALSE,FALSE,0
C85,P289,Fatehpur,Z685,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC51,RC32,G48,FALSE,FALSE,FALSE,FALSE,1
C89,P576,Mahabub Nagar,Z2735,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC54,RC32,G51,FALSE,FALSE,FALSE,FALSE,0
C91,P576,Mathura,Z959,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC56,RC32,G53,FALSE,FALSE,FALSE,FALSE,0
C93,P576,Pune,Z1828,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC58,RC32,G55,FALSE,FALSE,FALSE,FALSE,0
C98,P582,Bhopal,Z2329,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC63,RC32,G61,FALSE,FALSE,FALSE,FALSE,1
C107,P576,Barwani,Z2238,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC69,RC32,G67,FALSE,FALSE,FALSE,FALSE,1
C110,P576,Chanasma,Z1385,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC72,RC32,G70,FALSE,FALSE,FALSE,FALSE,1
C111,P293,Pune,Z1821,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC73,RC32,G71,FALSE,FALSE,FALSE,FALSE,1
C114,P582,Dehradun,Z828,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C115,P289,Yamuna Nagar,Z211,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC74,RC32,G72,FALSE,FALSE,FALSE,FALSE,1
C118,P580,Surat,Z1513,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C119,P297,Pune,Z1840,0,0,749.95,0,749.95,0,3,9,0,Delivered,CC1779,RC77,RC32,G75,FALSE,FALSE,FALSE,FALSE,1
C120,P576,Faridabad,Z95,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C121,P289,Pune,Z1835,637.52,0,0,0,637.52,0,3,9,0,Shipped,CC106,RC78,RC32,G76,FALSE,FALSE,FALSE,FALSE,0
C122,P289,Jagatsinghapur,Z4753,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC79,RC32,G77,FALSE,FALSE,FALSE,FALSE,1
C123,P297,Gurgaon,Z126,599.6,0,0,0,599.6,0,3,9,0,Delivered,CC10,RC80,RC32,G78,FALSE,FALSE,FALSE,FALSE,1
C124,P576,Adilabad,Z2659,4143.505,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC81,RC32,G80,FALSE,FALSE,FALSE,FALSE,0
C125,P582,Vellore,Z3747,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C126,P582,Pune,Z1817,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC82,RC32,G81,FALSE,FALSE,FALSE,FALSE,0
C127,P582,Dombivali East,Z1994,3346.67,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29496,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C129,P576,Kolkata,Z4378,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC84,RC32,G83,FALSE,FALSE,FALSE,FALSE,1
C130,P576,Koderma,Z5276,3824.74,0,0,0,3824.74,0,0,0,0,Cancelled,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C131,P582,Kanpur Nagar,Z629,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC85,RC32,G84,FALSE,FALSE,FALSE,FALSE,1
C132,P576,Dehradun,Z828,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC86,RC32,G85,FALSE,FALSE,FALSE,FALSE,1
C134,P582,Coimbatore,Z3904,2231.13,0,0,0,2231.13,0,2,4.5,0,Delivered,CC106,RC88,RC32,G87,FALSE,FALSE,FALSE,FALSE,0
C135,P582,Khorda,Z4714,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC89,RC32,G88,FALSE,FALSE,FALSE,FALSE,0
C137,P576,Vizianagaram,Z3031,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC91,RC32,G90,FALSE,FALSE,FALSE,FALSE,0
C138,P576,Pune,Z1787,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC92,RC32,G91,FALSE,FALSE,FALSE,FALSE,1
C139,P576,Bangalore,Z3085,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C140,P582,Hyderabad,Z2605,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC93,RC32,G92,FALSE,FALSE,FALSE,FALSE,0
C141,P576,Jorhat,Z4993,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC94,RC32,G93,FALSE,FALSE,FALSE,FALSE,1
C142,P580,Jalandhar,Z320,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C143,P580,Kanchipuram,Z3504,3599.76,0,0,0,3599.76,0,0,0,0,Delivered,CC1709,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C144,P580,Kasargod,Z3958,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C145,P580,Kanchipuram,Z3542,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C146,P581,Amravati,Z2214,674.55,0,224.85,0,899.4,0,1.5,4.5,0,Delivered,CC9,RC95,RC32,G94,FALSE,FALSE,FALSE,FALSE,1
C147,P576,West Godavari,Z3000,2231.13,0,0,0,2231.13,0,2,4.5,0,Delivered,CC106,RC96,RC32,G95,FALSE,FALSE,FALSE,FALSE,1
C149,P576,Pune,Z1783,2624.825,0,0,0,2624.825,0,2,4.5,0,['Delivered' 'Shipped'],CC1779,RC98,RC32,G97,FALSE,FALSE,FALSE,FALSE,1
C152,P582,Pune,Z1827,1344.075,0,1.9275,0,1349.865,0,2.25,6.75,0,Delivered,CC1711,RC29483,RC32,G13167,FALSE,FALSE,FALSE,FALSE,0
C154,P576,Bangalore,Z3096,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29494,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C156,P581,Kazipet,Z2690,2999,0,0,0,1499.5,0,4.5,4.5,25,Cancelled,CC1779,RC29494,RC33,G13167,FALSE,FALSE,FALSE,FALSE,0
C162,P576,Surat,Z1511,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C168,P582,gurgaon,Z118,1282.613333,0,104.34,0,1699.926667,0,2,6,0,Delivered,CC106,RC29483,RC32,G13167,FALSE,FALSE,FALSE,FALSE,1
C174,P582,Raipur,Z2457,2196.16,0,4.995,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC29507,RC32,G13167,FALSE,FALSE,FALSE,FALSE,1
C176,P580,Rupnagar,Z443,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC29483,RC32,G13167,FALSE,FALSE,FALSE,FALSE,1
C183,P582,NAVI MUMBAI,Z1770,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29496,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C188,P582,North 24 Parganas,Z4410,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC29483,RC32,G135,FALSE,FALSE,FALSE,FALSE,1
C196,P582,Jalgaon,Z2054,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC29483,RC32,G142,FALSE,FALSE,FALSE,FALSE,1
C210,P582,Rajkot,Z1213,1330.065,0,119.1075,0,1687.3875,0,2.25,6.75,0,Delivered,CC1779,RC29483,RC32,G156,FALSE,FALSE,FALSE,FALSE,1
C228,P582,Jodhpur,Z1190,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC29507,RC32,G173,FALSE,FALSE,FALSE,FALSE,0
C244,P582,Bangalore,Z3111,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC29483,RC32,G187,FALSE,FALSE,FALSE,FALSE,0
C253,P582,Bangalore,Z3128,3824.74,0,0,0,3824.74,0,1,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C263,P582,Gurgaon,Z107,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC29482,RC32,G202,FALSE,FALSE,FALSE,FALSE,0
C268,P580,Bangalore,Z3121,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC29507,RC32,G208,FALSE,FALSE,FALSE,FALSE,1
C274,P582,Kanchipuram,Z3521,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC29507,RC32,G214,FALSE,FALSE,FALSE,FALSE,0
C275,P582,pune,Z1811,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC29507,RC32,G215,FALSE,FALSE,FALSE,FALSE,0
C278,P576,Sabarkantha,Z1374,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC29507,RC32,G218,FALSE,FALSE,FALSE,FALSE,0
C337,P582,Bangalore,Z3091,1349.865,0,0,0,1349.865,0,2.25,6.75,0,Delivered,CC1711,RC29483,RC32,G280,FALSE,FALSE,FALSE,FALSE,0
C350,P580,Malappuram,Z4028,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C354,P582,chandigarh,Z439,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29496,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C363,P582,Gurgaon,Z108,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC300,RC32,G303,FALSE,FALSE,FALSE,FALSE,0
C374,P580,Kolkata,Z4331,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC311,RC32,G314,FALSE,FALSE,FALSE,FALSE,1
C375,P582,Noida,Z593,1274.964,0,0,0,1274.964,0,2.4,7.2,0,Delivered,CC106,RC312,RC32,G315,FALSE,FALSE,FALSE,FALSE,1
C382,P582,Surat,Z1509,2099.83,0,0,0,2099.83,0,1.5,4.5,0,Delivered,CC1711,RC318,RC32,G321,FALSE,FALSE,FALSE,FALSE,0
C390,P582,Guwahati,Z4888,1168.723333,0,0,0,1168.723333,0,2.666666667,7.5,0,Delivered,CC106,RC326,RC32,G331,FALSE,FALSE,FALSE,FALSE,0
C407,P582,Raipur,Z2463,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C408,P582,Chennai,Z3478,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC341,RC32,G346,FALSE,FALSE,FALSE,FALSE,0
C416,P297,Karnal,Z180,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC350,RC32,G355,FALSE,FALSE,FALSE,FALSE,1
C428,P582,Hyderabad,Z2565,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29481,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C438,P297,Kolkata,Z4368,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC370,RC32,G375,FALSE,FALSE,FALSE,FALSE,1
C440,P576,Imphal East,Z5115,2231.13,0,0,0,2231.13,0,2,4.5,0,['Delivered' 'Shipped'],CC106,RC372,RC32,G377,FALSE,FALSE,FALSE,FALSE,0
C446,P582,Nagpur,Z2141,2099.83,0,0,0,2099.83,0,1.5,4.5,0,Delivered,CC1711,RC378,RC32,G383,FALSE,FALSE,FALSE,FALSE,1
C455,P576,Khorda,Z4705,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC387,RC32,G392,FALSE,FALSE,FALSE,FALSE,1
C468,P580,Jaipur,Z1006,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC400,RC32,G405,FALSE,FALSE,FALSE,FALSE,1
C482,P582,Rohini,Z82,1435.323333,0,66.16,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC413,RC32,G418,FALSE,FALSE,FALSE,FALSE,1
C486,P582,Varanasi,Z693,1274.964,0,0,0,1274.964,0,2.4,7.2,0,Delivered,CC106,RC417,RC32,G422,FALSE,FALSE,FALSE,FALSE,1
C517,P582,Mumbai,Z1555,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,['Delivered' 'Shipped'],CC106,RC451,RC32,G455,FALSE,FALSE,FALSE,FALSE,0
C532,P297,New Delhi,Z14,637.52,0,0,0,637.52,0,3,9,0,Shipped,CC106,RC464,RC32,G468,FALSE,FALSE,FALSE,FALSE,0
C552,P582,Ahmedabad,Z1305,1349.865,0,0,0,1349.865,0,2.25,6.75,0,Delivered,CC1711,RC483,RC32,G487,FALSE,FALSE,FALSE,FALSE,1
C554,P582,thane,Z1636,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC484,RC32,G488,FALSE,FALSE,FALSE,FALSE,0
C564,P582,kolkata,Z4442,1168.723333,0,0,0,1168.723333,0,2.666666667,7.5,0,Delivered,CC106,RC494,RC32,G497,FALSE,FALSE,FALSE,FALSE,1
C579,P582,Jaipur,Z1027,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC508,RC32,G511,FALSE,FALSE,FALSE,FALSE,1
C587,P576,Mumbai,Z1586,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC516,RC32,G519,FALSE,FALSE,FALSE,FALSE,0
C599,P582,Thane,Z1642,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC528,RC32,G531,FALSE,FALSE,FALSE,FALSE,1
C617,P297,Mumbai,Z1635,637.52,0,0,0,637.52,0,3,9,0,Delivered,CC106,RC546,RC32,G550,FALSE,FALSE,FALSE,FALSE,1
C625,P582,Navi Mumbai,Z1648,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC553,RC32,G558,FALSE,FALSE,FALSE,FALSE,1
C635,P576,Gurgaon,Z107,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC562,RC32,G567,FALSE,FALSE,FALSE,FALSE,1
C643,P582,Baroda,Z1427,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC566,RC32,G571,FALSE,FALSE,FALSE,FALSE,0
C676,P580,Krishna,Z2824,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC597,RC32,G602,FALSE,FALSE,FALSE,FALSE,0
C682,P582,New Delhi,Z63,1274.964,0,0,0,1274.964,0,2.6,7.2,0,['Delivered' 'Shipped'],CC106,RC29507,RC32,G1346,FALSE,FALSE,FALSE,FALSE,0
C685,P582,bangalore,Z3054,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC605,RC32,G610,FALSE,FALSE,FALSE,FALSE,1
C688,P582,East Khasi Hills,Z5091,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC607,RC32,G612,FALSE,FALSE,FALSE,FALSE,1
C691,P297,Mumbai,Z1580,637.52,0,0,0,637.52,0,3,9,0,Shipped,CC106,RC610,RC32,G615,FALSE,FALSE,FALSE,FALSE,0
C719,P580,Lucknow,Z722,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC638,RC32,G642,FALSE,FALSE,FALSE,FALSE,0
C731,P580,Indore,Z2243,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC649,RC32,G653,FALSE,FALSE,FALSE,FALSE,1
C733,P582,Ahmednagar,Z1905,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29507,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C744,P575,Khorda,Z4694,1147.455,0,0,0,1147.455,0,2.25,6.75,0,Delivered,CC1794,RC658,RC32,G662,FALSE,FALSE,FALSE,FALSE,1
C749,P582,NOIDA,Z591,2231.13,0,0,0,2231.13,0,2,4.5,0,['Delivered' 'Shipped'],CC106,RC664,RC32,G668,FALSE,FALSE,FALSE,FALSE,0
C751,P580,Kamrup,Z4889,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC666,RC32,G670,FALSE,FALSE,FALSE,FALSE,1
C752,P582,Bangalore,Z3073,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC667,RC32,G671,FALSE,FALSE,FALSE,FALSE,0
C774,P580,Mumbai,Z1607,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29507,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C785,P582,Kanchipuram,Z3570,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,0
C793,P297,Gurgaon,Z109,637.52,0,0,0,637.52,0,3,9,0,Shipped,CC106,RC706,RC32,G710,FALSE,FALSE,FALSE,FALSE,0
C795,P581,Pune,Z1833,899.4,0,299.8,0,1199.2,0,1.5,4.5,0,Delivered,CC1781,RC709,RC32,G713,FALSE,FALSE,FALSE,FALSE,1
C799,P582,Gandhinagar,Z1336,2231.13,0,0,0,2231.13,0,2,4.5,0,Delivered,CC106,RC713,RC32,G717,FALSE,FALSE,FALSE,FALSE,1
C800,P582,Mira Bhayander,Z1661,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC714,RC32,G718,FALSE,FALSE,FALSE,FALSE,1
C803,P581,Hyderabad,Z2565,899.4,0,299.8,0,1199.2,0,2,4.5,0,Delivered,CC69,RC718,RC32,G722,FALSE,FALSE,FALSE,FALSE,1
C805,P582,Chandrapur,Z2183,2974.843333,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC720,RC32,G725,FALSE,FALSE,FALSE,FALSE,1
C806,P582,Mumbai,Z1614,2231.13,0,0,0,2231.13,0,1.5,4.5,0,['Delivered' 'Shipped'],CC106,RC721,RC32,G726,FALSE,FALSE,FALSE,FALSE,0
C816,P582,Kanchipuram,Z3477,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,['Delivered' 'Shipped'],CC106,RC730,RC32,G735,FALSE,FALSE,FALSE,FALSE,0
C822,P582,Lucknow,Z737,2231.13,0,0,0,2231.13,0,2,4.5,0,Delivered,CC106,RC736,RC32,G741,FALSE,FALSE,FALSE,FALSE,1
C832,P580,Pune,Z1852,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC745,RC32,G749,FALSE,FALSE,FALSE,FALSE,1
C839,P582,Rewari,Z139,1699.926667,0,0,0,1699.926667,0,2,6,0,Delivered,CC106,RC750,RC32,G754,FALSE,FALSE,FALSE,FALSE,1
C847,P576,Mumbai,Z1588,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC757,RC32,G761,FALSE,FALSE,FALSE,FALSE,1
C869,P582,Mumbai,Z1610,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC778,RC32,G783,FALSE,FALSE,FALSE,FALSE,1
C878,P582,ulwe,Z1770,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC788,RC32,G793,FALSE,FALSE,FALSE,FALSE,1
C881,P582,Kanchipuram,Z3518,1699.926667,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC106,RC792,RC32,G797,FALSE,FALSE,FALSE,FALSE,1
C892,P582,Bangalore,Z3070,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29507,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
C893,P582,Pali,Z1061,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC805,RC32,G811,FALSE,FALSE,FALSE,FALSE,1
C907,P582,Ranchi,Z5346,1274.964,0,0,0,1274.964,0,2.6,7.2,0,Delivered,CC106,RC819,RC32,G825,FALSE,FALSE,FALSE,FALSE,1
C913,P582,Goraya,Z344,1699.923333,0,0,0,1699.926667,0,2.333333333,6,0,Delivered,CC104,RC826,RC32,G832,FALSE,FALSE,FALSE,FALSE,1
C916,P582,Varanasi,Z687,1699.926667,0,0,0,1699.926667,0,2,6,0,['Delivered' 'Shipped'],CC106,RC829,RC32,G835,FALSE,FALSE,FALSE,FALSE,0
C920,P582,bangalore,Z3105,2231.13,0,0,0,2231.13,0,2,4.5,0,['Delivered' 'Shipped'],CC106,RC833,RC32,G839,FALSE,FALSE,FALSE,FALSE,0
C926,P582,Pune,Z1812,2231.13,0,0,0,2231.13,0,1.5,4.5,0,Delivered,CC106,RC839,RC32,G845,FALSE,FALSE,FALSE,FALSE,1
C931,P582,Vishakhapatnam,Z2928,2086.58,0,20.65,0,2231.13,0,1.75,4.5,0,Delivered,CC106,RC844,RC32,G851,FALSE,FALSE,FALSE,FALSE,1
C933,P580,Bangalore,Z3121,3824.74,0,0,0,3824.74,0,0,0,0,Delivered,CC105,RC29483,RC31,G13167,FALSE,FALSE,FALSE,FALSE,1
